,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000189221.9,2422.41178219515,3.42210234631848,0.134358542796741,18.0271555191147,1.19271738266071e-72,2.32269783099347e-68
ENSG00000109906.13,415.98372186427,6.32578069788661,0.303289160614052,17.5600759588764,4.98085313581196e-69,4.8498566983401e-65
ENSG00000101347.8,14201.6948849862,3.76392585748325,0.157960226046267,17.4976063700598,1.49417854567321e-68,9.69921099948e-65
ENSG00000211445.11,12651.9891934093,3.76781831283661,0.165187172021453,16.7556492369587,5.14956718362136e-63,2.50706678334606e-59
ENSG00000120129.5,3468.84371945729,2.96751161333025,0.120229451848811,16.3646393048885,3.42048274151331e-60,1.3322096181646e-56
ENSG00000196136.17,2745.13754980148,3.24043059331772,0.14372121201342,15.5887259920165,8.68483316592788e-55,2.81880735122132e-51
ENSG00000152583.12,966.020571251524,4.41714992121145,0.219447411291906,15.5716119005204,1.13510268490686e-54,3.15785566941088e-51
ENSG00000127954.12,484.438968504124,4.84459695138232,0.287613884993223,13.3672160906728,9.39933560935988e-41,2.28803327070843e-37
ENSG00000163884.3,576.573767433715,4.41781463344053,0.256871607244358,13.3055368403921,2.14943691903091e-40,4.65090384013422e-37
ENSG00000198624.12,2043.65384074617,2.86040864585285,0.152611561486011,12.1904829996997,3.49344675403889e-34,6.80313820881533e-31
ENSG00000125148.6,3720.11351556008,2.22638867434186,0.105453583676366,11.6296538399834,2.91276343059798e-31,5.15665045886045e-28
ENSG00000163083.5,426.747931713572,3.48702428147554,0.214344736140151,11.6029174602607,3.98265388558286e-31,6.46318348065338e-28
ENSG00000165995.18,502.943459834893,3.02552317154033,0.175545984181546,11.5384192978495,8.44630630661357e-31,1.26525668473071e-27
ENSG00000179094.15,741.042641497934,2.89268781945004,0.166254210830218,11.3843000426791,5.00686535242441e-30,6.96454970522236e-27
ENSG00000178695.5,2712.40643824367,-2.53368086520056,0.137154189973256,-11.1821656013543,4.98582536606717e-29,6.47293087858614e-26
ENSG00000162614.18,5674.23646187055,1.9916909707208,0.089617502054427,11.0658180376253,1.83778282984443e-28,2.23681142677441e-25
ENSG00000154734.14,29965.6742439715,2.2333351110944,0.111687799591721,11.0427022074291,2.37773054956487e-28,2.72376027777802e-25
ENSG00000134243.11,5594.07399175456,2.18744590415331,0.111141114460991,10.6841281006777,1.20778588473398e-26,1.30669012885053e-23
ENSG00000146250.6,315.2772582067,-2.73034394752745,0.164802238989714,-10.4995172282547,8.68230203401121e-26,8.89890262159654e-23
ENSG00000157214.13,3051.7255830142,2.00109019417721,0.102480005011553,9.76863920005036,1.53499885869181e-22,1.49462838870822e-19
ENSG00000166741.7,7590.52017379346,2.24124254606848,0.127874259100833,9.70674281748697,2.82211435342463e-22,2.61704071040911e-19
ENSG00000187193.8,199.898326543764,3.22031162351132,0.229377801989031,9.67971444602777,3.67741667798476e-22,3.25518238123069e-19
ENSG00000124766.6,1297.83736129645,-2.3873765923443,0.143976198703853,-9.63615239764746,5.62571739472514e-22,4.76327045847293e-19
ENSG00000126016.15,405.244480050951,-2.53527272799015,0.160136775628459,-9.58725890392729,9.04561969701091e-22,7.33976658248294e-19
ENSG00000157150.4,195.826725056396,2.91143157450195,0.199913943094121,9.56127193990686,1.163182349542e-21,9.06072522999238e-19
ENSG00000145390.11,8809.62224754507,2.27781271801295,0.133723487642724,9.55563409643451,1.22829408838475e-21,9.19992272200175e-19
ENSG00000099337.4,888.331515998777,2.41358968307143,0.14820090957467,9.53833338221991,1.45146058024386e-21,1.0468793829507e-18
ENSG00000116285.12,3277.36805945327,2.42049789731429,0.150881250965839,9.41467470756793,4.74549515282079e-21,3.30049187878686e-18
ENSG00000167641.10,253.832555642914,2.98176488236165,0.211427418350075,9.37326340087221,7.03238514169281e-21,4.72236787066641e-18
ENSG00000103196.11,3118.52788894171,2.58398559376215,0.171091637536014,9.2581122991983,2.08078235631442e-20,1.35070518689557e-17
ENSG00000139132.14,1187.28256656468,2.04813331838248,0.115254753064334,9.09405721252483,9.54106256380716e-20,5.99363394734131e-17
ENSG00000163661.3,9950.95624734675,2.24968442894219,0.138387790262814,9.03030842944233,1.71188616224969e-19,1.04178972261408e-16
ENSG00000138316.10,793.186228652277,-2.50708461877191,0.16723203710397,-9.01193721532521,2.02448228004549e-19,1.19468993701836e-16
ENSG00000163394.5,1211.16201522264,-2.18124615246913,0.132323810277732,-8.92693574943039,4.37971628729493e-19,2.50854691114063e-16
ENSG00000046653.14,1103.44843983406,2.53427517396795,0.172131177645491,8.91340659463699,4.94880973691685e-19,2.75351773762054e-16
ENSG00000170214.4,215.307417817285,4.07622955420772,0.345632937707377,8.90027893352036,5.57065130523357e-19,3.01341287550329e-16
ENSG00000233117.2,113.504694929415,4.4307693487615,0.39037919162781,8.78829974122293,1.51840404284762e-18,7.99172981903097e-16
ENSG00000253368.3,1060.52466375159,2.01549527315403,0.116432423575435,8.72175672351359,2.73918353607169e-18,1.40375947845948e-15
ENSG00000096060.14,2630.31888435005,4.04113337410945,0.358522762639334,8.48239969959387,2.20596245177421e-17,1.10151058425259e-14
ENSG00000126803.9,468.560311799137,2.4533534612527,0.173933832392924,8.35578358308983,6.49997817297751e-17,3.1645143735141e-14
ENSG00000136999.4,449.386386623166,-2.59590438422126,0.193445700494781,-8.24988293944697,1.58549756512305e-16,7.53072672761127e-14
ENSG00000185432.11,3824.49968158499,2.2107242488981,0.147934811884458,8.1841740525801,2.74177567003436e-16,1.2712699856726e-13
ENSG00000197381.15,1955.81755932849,2.2912740185366,0.15973105655569,8.0840510692196,6.26500771777269e-16,2.83732000688152e-13
ENSG00000196569.11,18164.6171535159,2.0273672906677,0.127918091027861,8.03144639208174,9.63301644197694e-16,4.26348550434225e-13
ENSG00000221866.9,854.723124570597,2.69641213280333,0.215925218909792,7.85647985616746,3.95079369121293e-15,1.70972791872623e-12
ENSG00000106484.14,933.775610344833,-1.95475443012853,0.121615730634389,-7.85058335092187,4.14106547002289e-15,1.75311106441795e-12
ENSG00000140807.6,297.883627378664,2.4890020927552,0.19010836341896,7.83238604539322,4.78697011779063e-15,1.98343523561393e-12
ENSG00000105989.8,315.2620535608,-2.82151980406938,0.2402876175524,-7.58058123270607,3.4401029311876e-14,1.36719519350913e-11
ENSG00000154930.14,676.328199930808,1.89876644058598,0.118544242640105,7.58169625592523,3.41066023790198e-14,1.36719519350913e-11
ENSG00000162493.16,1069.76192690021,1.77261116565091,0.10326391374151,7.48190861315698,7.32508789748589e-14,2.8529752343128e-11
ENSG00000214814.7,259.396230700296,-2.98147767074993,0.265851482070809,-7.45332565128287,9.10162523463539e-14,3.47539313371156e-11
ENSG00000099998.17,527.058217107979,2.33641169171901,0.18135037440575,7.36922488358887,1.71622945060656e-13,6.42727929252158e-11
ENSG00000145777.14,154.874895007397,-2.77620094798385,0.241499121573982,-7.35489610234346,1.91075679867935e-13,7.02076941461917e-11
ENSG00000122035.6,928.100064290612,2.17606740887459,0.160131799859915,7.3443713859672,2.06728369915353e-13,7.45523754765109e-11
ENSG00000107562.16,27985.5241673884,-1.83413073416393,0.113969430048034,-7.31889888202808,2.50013892470937e-13,8.85231007632549e-11
ENSG00000100033.16,78.341961156497,4.193064474173,0.439082936403199,7.27212152749404,3.53884995984428e-13,1.23063507353585e-10
ENSG00000141401.11,625.953965249301,2.21301202953467,0.168414619602527,7.20253403414428,5.91036829363353e-13,2.01927214298631e-10
ENSG00000150907.7,690.309616026031,2.23630008479222,0.172626373359925,7.16171035010129,7.96766354217792e-13,2.67521172104091e-10
ENSG00000115457.9,1939.95783944924,2.19794448871266,0.167635994896313,7.14610540208632,8.92745211595055e-13,2.94666444925459e-10
ENSG00000250978.5,48.1040400122849,5.99847349969803,0.712183766415996,7.01851647763951,2.24236315492431e-12,7.27796334649933e-10
ENSG00000128606.12,1259.96299361806,-2.40407474930795,0.200990526671376,-6.98577576048468,2.83286237732805e-12,9.04379703870269e-10
ENSG00000196517.11,242.781035509196,-2.38366966142131,0.198474704986932,-6.9715164031226,3.13542753053496e-12,9.84827673058673e-10
ENSG00000137809.16,1216.68141618257,-1.67505099713688,0.0979285600929037,-6.893300549875,5.45125313976386e-12,1.68504291498034e-09
ENSG00000143127.12,259.268499467373,3.35662802734711,0.347047450062198,6.79050667833679,1.11740404697155e-11,3.34774252472677e-09
ENSG00000185950.8,2292.69560815252,2.13595306705761,0.167263468949708,6.79139966539358,1.11050805419531e-11,3.34774252472677e-09
ENSG00000116991.10,131.414480157692,-2.89432617291465,0.281474840086041,-6.73000177328672,1.69661019547026e-11,5.00602832524058e-09
ENSG00000119138.4,1722.68252839507,2.09241166015296,0.163713696208596,6.67269559879135,2.51146979368025e-11,7.2997556361387e-09
ENSG00000262655.3,1655.19206586046,1.7748058068063,0.11660038709067,6.64496770670069,3.0328356284477e-11,8.68550603358685e-09
ENSG00000119139.17,5624.31822057426,1.92507371866182,0.140454255470166,6.58629897374889,4.50925377198912e-11,1.272655187764e-08
ENSG00000130513.6,472.036253805804,-1.93658672722978,0.143608220190669,-6.52181836099821,6.94601017014163e-11,1.9323800293334e-08
ENSG00000157514.16,2217.40613926397,3.15799983562433,0.335976500148137,6.42306778799361,1.33554980524522e-10,3.66316857849935e-08
ENSG00000177283.7,149.740700434317,2.47512656543296,0.230350642607505,6.4038309107148,1.51525921248311e-10,4.09835526443002e-08
ENSG00000169715.14,553.536733003848,2.19057782948241,0.18652790134519,6.38284042706893,1.73833022800485e-10,4.63729354248855e-08
ENSG00000148848.14,1379.87232570797,-1.85034311117532,0.134178369302095,-6.3374082991039,2.33662192132328e-10,6.14910476970941e-08
ENSG00000149218.4,2055.76741540638,1.93854370525329,0.148203971643476,6.33278376311721,2.40776902566348e-10,6.25185253410275e-08
ENSG00000152779.13,49.7776083914029,4.07929801557479,0.486849540721218,6.32494797265933,2.53317918756425e-10,6.4909383550824e-08
ENSG00000172403.10,9284.15805237224,1.75894673923341,0.121614547342358,6.24059173691529,4.3591864751037e-10,1.10247788852168e-07
ENSG00000125848.9,185.278447373061,-2.60577825186427,0.261120398523909,-6.14957031676418,7.76931363702432e-10,1.93973863804374e-07
ENSG00000112936.18,1974.83848147835,3.2631869473398,0.372058216414019,6.08288393454364,1.18039799488258e-09,2.90975576611941e-07
ENSG00000168398.6,6199.4936952031,-2.05984353850351,0.175983081183814,-6.02241721973547,1.718312592018e-09,4.18280242711981e-07
ENSG00000164742.14,349.99051747848,-2.68499527694794,0.282127371909574,-5.97246295367615,2.33698225599654e-09,5.61856696954032e-07
ENSG00000177614.10,154.268551672338,-2.75057589529247,0.295720847701578,-5.91969050845897,3.22548016586587e-09,7.6601220426917e-07
ENSG00000136237.18,115.324753214974,3.12172034351327,0.361487271634101,5.86941922995532,4.37324338106278e-09,1.02607881449177e-06
ENSG00000146592.16,669.764873510734,-2.0464507065632,0.179359313073668,-5.83438177048213,5.39903748703513e-09,1.25167685741098e-06
ENSG00000165272.14,140.38776511088,-2.90123264126744,0.328315225673689,-5.79087563595684,7.00204106249459e-09,1.60420879589435e-06
ENSG00000168309.16,145.972877742757,3.3957404321492,0.414428157721342,5.78083411446206,7.43311570116262e-09,1.68316854842373e-06
ENSG00000171819.4,259.508092234331,5.20533075130783,0.733433558740569,5.73375829506506,9.82292880855006e-09,2.19875535192763e-06
ENSG00000060718.20,334.60367808051,2.24187842665811,0.217138081457944,5.71930275113277,1.06962063045634e-08,2.36702183608032e-06
ENSG00000102554.13,169.601002660153,2.57296029669045,0.275304664615957,5.71352577292757,1.10659105205712e-08,2.4213206907596e-06
ENSG00000180914.10,537.314678784334,1.83675048374161,0.146831091714874,5.69872820510293,1.2070448135645e-08,2.61177674437279e-06
ENSG00000136478.7,3748.98340473631,1.50206424389342,0.0889970057317459,5.64136107462686,1.68711137927096e-08,3.61041835163985e-06
ENSG00000172061.8,222.606672897707,-2.51923967090208,0.27204036855692,-5.58461113312382,2.34223702589369e-08,4.95790476546237e-06
ENSG00000128342.4,154.456588827819,-2.44316905554674,0.260261763608479,-5.54506753330756,2.93840736307887e-08,6.15296182673095e-06
ENSG00000135821.17,19858.6625831441,2.91994160582333,0.349244271118486,5.49741760881158,3.85393278863576e-08,7.91800678982801e-06
ENSG00000246430.6,2133.44313741398,1.96012452858383,0.174662748388749,5.49701947004106,3.86264067491866e-08,7.91800678982801e-06
ENSG00000173838.11,61.1037289342025,3.44229518215348,0.445643268585543,5.48038162879751,4.24409386247987e-08,8.60932123728469e-06
ENSG00000101342.9,53.5629063830251,4.10862238934908,0.569236249073361,5.46104081461694,4.73351198479745e-08,9.50313529813872e-06
ENSG00000106976.20,1044.79097361973,-1.75699660764157,0.138689619235476,-5.45820669069898,4.80967577366121e-08,9.55751285880391e-06
ENSG00000112837.16,2680.21889374803,-1.66449675304959,0.122719579784279,-5.41475740234501,6.13718576997614e-08,1.20722783519712e-05
ENSG00000146006.7,67.3416283837734,-4.19892760850098,0.591323645082054,-5.40977455426646,6.31041379349626e-08,1.22888998214546e-05
ENSG00000197301.7,239.946704845977,2.48367340628609,0.275109379258803,5.39303098383411,6.92790008955797e-08,1.33578144895101e-05
ENSG00000131389.16,725.001263809612,-1.9428094112614,0.176709936282939,-5.33535029830934,9.53602771516458e-08,1.82063336985407e-05
ENSG00000138829.11,16393.3406328641,1.93473169415204,0.175312793153957,5.33179397427757,9.72472336989327e-08,1.83863362043982e-05
ENSG00000119508.17,219.942713945114,2.03468819248354,0.195583815279347,5.29025467166456,1.22146160527889e-07,2.28718685588473e-05
ENSG00000267339.5,25.430154111825,-4.77470743471725,0.721071577905688,-5.23485816162755,1.65111607319988e-07,3.06226994376138e-05
ENSG00000131771.13,90.6872187702468,-3.03956170055299,0.389790276825358,-5.23245914999261,1.67269626824365e-07,3.07302708752611e-05
ENSG00000164647.8,1893.25665147287,1.55818742194336,0.106935139726872,5.21986901002846,1.79049724315357e-07,3.2587049825395e-05
ENSG00000151726.13,1470.60630427924,1.5793774597815,0.111617232080379,5.19075279849506,2.09445543493417e-07,3.77661343888037e-05
ENSG00000103742.11,353.579940987534,-2.09524140509678,0.211257661001022,-5.18438668641454,2.16726862131571e-07,3.87205404876166e-05
ENSG00000172986.12,772.052198353388,-1.70427126955047,0.136989094140002,-5.14107545547175,2.73170312362549e-07,4.83610787540753e-05
ENSG00000099194.5,1450.14545395336,-1.96867051017653,0.188987642600095,-5.12557592046521,2.96629604345771e-07,5.20411253606265e-05
ENSG00000133216.16,395.219885763788,-1.84384728827852,0.166671738854144,-5.06292964890096,4.12862238507163e-07,7.1786421720433e-05
ENSG00000174697.4,122.427720267916,2.8106858676684,0.359682853984795,5.03411782799339,4.8005434611702e-07,8.27307817370164e-05
ENSG00000146122.16,2634.7254561016,1.68305349458249,0.1361661841543,5.0163225093278,5.26698879827221e-07,8.99731051382045e-05
ENSG00000116711.9,113.044883883982,-2.42891977238623,0.288521686704465,-4.95255586748974,7.32450179952906e-07,0.000124032476560025
ENSG00000123610.4,325.9708063113,-2.54333793569333,0.313368192057291,-4.92499869103235,8.43609189525649e-07,0.000141624528938125
ENSG00000071282.11,4116.40908432567,1.61174896472916,0.124535388068785,4.91225003764615,9.003713032822e-07,0.000149861801368526
ENSG00000124440.15,205.647882277859,2.10409211883759,0.226503051462685,4.87451322049621,1.0907708098366e-06,0.000180014158904728
ENSG00000179300.3,68.5139070006403,3.53657271609951,0.527245507907343,4.81098971552599,1.5018474584343e-06,0.000245772919374366
ENSG00000100242.15,3933.92884163605,1.67150291194381,0.140912977959016,4.76537308110195,1.88504525011751e-06,0.000305911426673236
ENSG00000169738.7,616.718474102575,1.98993268219572,0.207983506959655,4.75966915197629,1.93910555399631e-06,0.000312083814533257
ENSG00000128045.6,122.238327039025,4.65097452213047,0.769320446699978,4.74571362010646,2.07772503824184e-06,0.000329174958944263
ENSG00000137672.12,645.239307889841,1.81652377647289,0.172059881473736,4.74557909420348,2.07910649841555e-06,0.000329174958944263
ENSG00000179593.15,33.174990393196,5.67159559372511,1.00178037514595,4.6632931824448,3.11188914495547e-06,0.000488717171039216
ENSG00000162692.10,453.283351420817,-3.23997248570741,0.483330173644271,-4.63445612927121,3.57877117099299e-06,0.00055754391827134
ENSG00000188176.11,52.2515159897575,-3.15561719141297,0.469929653247002,-4.58710612645665,4.49432249397555e-06,0.000694622509902222
ENSG00000143320.8,1517.40204225351,-1.66698594459505,0.145781265418768,-4.57525144043085,4.75648379046438e-06,0.000728288973885489
ENSG00000183508.4,91.0688682912006,-2.56403666751747,0.341947050439633,-4.57391477863786,4.78694611571031e-06,0.000728288973885489
ENSG00000170873.18,1681.37533508965,1.82422755371976,0.180666349640774,4.56215313675512,5.063169567017e-06,0.000764342357737125
ENSG00000158246.7,71.5311815662416,2.37583783143461,0.302354640447364,4.55041083344685,5.3541272820139e-06,0.000802048266845682
ENSG00000070404.9,1792.96316392315,1.57082309584414,0.125709977926794,4.54079385947035,5.60428067176707e-06,0.000826801225772666
ENSG00000221869.4,2012.35430370385,1.54650906939968,0.120335372652938,4.54154964871284,5.5842231045306e-06,0.000826801225772666
ENSG00000133142.17,3101.86853986061,1.48481187042928,0.106853736917248,4.53715409882895,5.70184437738239e-06,0.00083487005567778
ENSG00000273259.3,25.44984368155,4.26243800624041,0.722893055181693,4.5130299466225,6.390799426447e-06,0.000928764388288275
ENSG00000157510.13,502.330642706085,1.8222873809607,0.185711687079531,4.4277632382315,9.52153336245139e-06,0.0013734988200028
ENSG00000081052.11,209.918156165542,1.93350134472608,0.212809452807587,4.3865595837517,1.15157629598077e-05,0.00164895564617129
ENSG00000127324.8,24.8632335360382,3.93183566004004,0.668904852075329,4.38303841113395,1.17035468087063e-05,0.00166361219381567
ENSG00000128165.8,64.7966198203937,-2.66208940610193,0.381171787034946,-4.36047331580065,1.29781408757189e-05,0.00183142257546196
ENSG00000283128.1,35.241182810854,4.74518287374246,0.859365520939602,4.3580790507485,1.31208995197929e-05,0.00183824746221905
ENSG00000184564.8,43.4527543280269,-3.23472536760408,0.512993172895029,-4.35624777420062,1.32310996973229e-05,0.00184044596789762
ENSG00000134363.11,2796.62971272624,-1.54578335612323,0.125400945752156,-4.35230653843651,1.34712729074871e-05,0.00186056431631492
ENSG00000197769.5,134.544771063273,2.28055263069943,0.296837092527276,4.31399128659019,1.60333268277078e-05,0.00219882399044213
ENSG00000183876.8,210.821311910097,-1.84083256497904,0.196945571478138,-4.26936517875642,1.96030097151287e-05,0.00266957350484207
ENSG00000116194.12,245.916953681556,2.0462255706204,0.245184357049124,4.26709755553771,1.98032575222757e-05,0.00267811553464442
ENSG00000148175.12,13514.9146580118,1.4172940530461,0.0978783292207369,4.2633957523428,2.0134345642133e-05,0.00270411204851654
ENSG00000126878.12,86.6621880302423,-2.42708686330329,0.336187257403469,-4.2449165810904,2.18674757040123e-05,0.0029167617935612
ENSG00000108830.9,205.8453775468,-2.17861623213609,0.277998311206432,-4.23965248933073,2.23866078237236e-05,0.00293266626645906
ENSG00000127083.7,306.381844856546,1.79721106894202,0.187941424355958,4.24180603969522,2.21728277160873e-05,0.00293266626645906
ENSG00000128510.10,155.650848328511,-2.22779344485127,0.289633168221804,-4.23913273603737,2.24384961334292e-05,0.00293266626645906
ENSG00000035664.11,755.489029700228,1.79516120358907,0.188017775358841,4.22918100201681,2.34543590273317e-05,0.00304500125132172
ENSG00000137393.9,160.301115548713,1.90482493997413,0.215098631769401,4.20655832410947,2.5928918872974e-05,0.00334397196114103
ENSG00000134686.18,2927.48681457256,1.43838581120221,0.104456175177706,4.19683958805116,2.70665498222109e-05,0.00346772362656405
ENSG00000119714.10,59.1534098248268,-3.01772282349719,0.482241088034336,-4.18405414545168,2.86355859032002e-05,0.00364476731947007
ENSG00000163513.17,13412.0782387389,1.47230138035121,0.113158396549266,4.17380764268414,2.99550698246107e-05,0.00378795473873031
ENSG00000276600.4,309.655164842602,-1.75475664965051,0.181233656986572,-4.16455012937488,3.11967079835473e-05,0.00391951413723613
ENSG00000013297.10,3501.85476289759,-1.73425626610132,0.178014266361773,-4.12470461557905,3.7121085478669e-05,0.00463394883725384
ENSG00000131386.17,14017.5042081,1.6318961443581,0.154249538434716,4.09658369658939,4.19291937621854e-05,0.00520082241608151
ENSG00000168481.8,18.7859577702969,4.55376375117534,0.874773520620191,4.06249579737601,4.85508220659603e-05,0.00598404246147158
ENSG00000131831.17,1042.14958081266,1.46620015534093,0.114928492768213,4.05643669478166,4.9827059450439e-05,0.0061027179606154
ENSG00000088756.12,742.691287145942,-1.66596986495489,0.165907583481063,-4.01410141104796,5.96726884570425e-05,0.00726291209382779
ENSG00000162772.16,367.249302131257,1.71372106587955,0.180233632306951,3.95997715156751,7.4956934716084e-05,0.00906653010348459
ENSG00000126950.7,792.337490055039,-1.69298864799927,0.175250020748321,-3.95428568304983,7.6763644670882e-05,0.00922774824889356
ENSG00000162630.5,42.6910178664861,2.88128835002591,0.480549053830742,3.91487265457926,9.04519351833314e-05,0.0108065091150932
ENSG00000164442.9,7626.60933726648,1.51737855838675,0.132387630991767,3.90805813587619,9.30409211097122e-05,0.0110480420590886
ENSG00000025423.11,166.793043681078,-2.03013396209006,0.264673709041448,-3.89209024886088,9.93842594521569e-05,0.0117297519307352
ENSG00000127824.13,249.976860109738,-1.70991301538319,0.183894906742688,-3.86042782781649,0.000113188669916988,0.0132785310720688
ENSG00000106123.11,2369.4286811613,1.52779577011804,0.137498088256863,3.83856806163047,0.000123753912505218,0.0144310400726144
ENSG00000134253.9,143.516282306,-1.99267145266637,0.259053011678467,-3.83192399978138,0.000127145020073111,0.0147382269101415
ENSG00000169271.2,86.6406357884667,2.31043710932542,0.343878731551753,3.81075358575411,0.000138543813232934,0.015964510170995
ENSG00000132622.10,66.4431730852675,-2.28263883646284,0.338730423184865,-3.7866065421671,0.000152718631315247,0.0174943683896066
ENSG00000235750.9,103.615184151423,2.77893809217336,0.472176549588168,3.76752740839194,0.00016487244402548,0.0187761752921181
ENSG00000165507.8,18780.8908463797,1.57228794892799,0.151971876895833,3.76574903605524,0.000166050519842505,0.0188003943221683
ENSG00000167549.18,2038.15883639577,2.31517579050025,0.350173773810419,3.75578038351975,0.000172802178274702,0.0194517319059049
ENSG00000164761.8,7817.99825080906,-1.69100142261785,0.184727909221968,-3.74064441874644,0.00018354904309927,0.0205427245133057
ENSG00000130592.15,16.5386307307325,-4.22414298949536,0.86680746393892,-3.71956071403021,0.000199569572210694,0.0219571629900059
ENSG00000157152.16,35.3038798191796,2.74032149482268,0.467771387273422,3.7204530721017,0.000198865693406958,0.0219571629900059
ENSG00000272841.1,132.634034043716,-1.99620972615655,0.267644064531644,-3.72214391490368,0.000197538374136639,0.0219571629900059
ENSG00000103175.10,272.769695421614,1.70914264678063,0.192602971905419,3.68188839333623,0.000231512761616404,0.0253285366276284
ENSG00000106617.13,1026.48667463094,1.60490253109184,0.16513279633877,3.66312776446226,0.00024915418457086,0.027106304973927
ENSG00000241399.6,3843.0607702412,1.69888769270927,0.191779869297766,3.64421821366528,0.000268205799636674,0.0290168874562477
ENSG00000163110.14,1303.54131356238,1.4904359849624,0.134659251523596,3.64205191558236,0.000270473507420985,0.0291005584724656
ENSG00000183496.5,190.592420666522,-1.77159228054938,0.212323734363557,-3.63403687704644,0.000279020955393875,0.0298552422271446
ENSG00000165072.9,768.705494367886,2.56480319556173,0.433943621011478,3.60600575695602,0.000310946240444247,0.0330894376306626
ENSG00000100739.10,207.109324739579,-1.96313134856813,0.268308360224569,-3.58964345263787,0.000331130567019391,0.0348564143899222
ENSG00000205364.3,43.4103915942539,2.52992978590266,0.426067808861554,3.59081290367982,0.000329648215246945,0.0348564143899222
ENSG00000162616.8,1460.83985246094,1.32318625780718,0.090204069420456,3.58283456482159,0.00033988587825921,0.035585685985053
ENSG00000168621.14,234.904930622194,1.90611700340033,0.25723614045883,3.52251049088242,0.00042748012252991,0.044517368482072
ENSG00000013293.5,218.183875944313,-1.67646617994177,0.192955451542638,-3.50581532956733,0.000455210935724162,0.0471530732036826
